ra,dec,clon,clat,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
123.8467845,-38.9898996,08h15m23.23s,-38d59m23.64s,0.0488,0.0457,-0.0071,11.642,0.020,55.5,14.490,11.762,0.040,27.0,2.302,1,0,0000,AA,10,56787.79467182,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.887537,248.688716
123.8467732,-38.9898729,08h15m23.23s,-38d59m23.54s,0.0451,0.0467,0.0076,11.391,0.023,47.5,16.700,11.167,0.024,45.5,9.779,1,0,0000,AA,5,59167.85161436,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.88783,255.223385
123.8467752,-38.9898795,08h15m23.23s,-38d59m23.57s,0.0454,0.0496,-0.0055,11.622,0.022,48.6,9.204,11.656,0.037,29.6,2.861,1,0,0000,AA,10,57705.36542514,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.888814,253.650182
123.8468065,-38.9899362,08h15m23.23s,-38d59m23.77s,0.0467,0.0518,-0.0161,11.718,0.020,55.2,11.810,11.753,0.034,31.8,1.950,1,0,0000,AA,5,57867.07612365,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.889982,239.304033
123.8467919,-38.9899153,08h15m23.23s,-38d59m23.70s,0.0456,0.0547,-0.0168,11.673,0.022,50.3,12.750,11.654,0.032,34.2,3.924,1,0,0000,AA,10,57505.69373744,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.89082,244.815085
123.8467833,-38.9899026,08h15m23.23s,-38d59m23.65s,0.0472,0.0492,0.0122,11.662,0.022,48.5,9.333,11.764,0.028,38.2,4.051,1,0,0000,AA,10,57506.28344066,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.894635,248.122483
123.8467972,-38.9899260,08h15m23.23s,-38d59m23.73s,0.0573,0.0533,0.0115,11.688,0.025,43.5,11.760,11.727,0.034,32.1,2.313,1,0,0000,AA,5,57705.69281175,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.894741,242.177845
123.8467644,-38.9898521,08h15m23.22s,-38d59m23.47s,0.0602,0.0526,-0.0042,11.700,0.025,42.7,18.130,11.706,0.034,31.5,3.284,1,0,0000,AA,0,59896.50767438,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.896001,260.261399
123.8467618,-38.9898411,08h15m23.22s,-38d59m23.43s,0.0485,0.0521,0.0138,11.720,0.023,46.5,16.290,11.810,0.034,32.3,2.562,1,0,0000,AA,5,57866.87976824,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.897376,262.832786
123.8467894,-38.9899156,08h15m23.23s,-38d59m23.70s,0.0436,0.0487,0.0139,11.667,0.022,49.1,11.000,11.738,0.033,33.2,2.237,1,0,0000,AA,10,57705.23439409,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.897613,244.942712
123.8467941,-38.9899242,08h15m23.23s,-38d59m23.73s,0.0447,0.0476,-0.0119,11.611,0.022,49.7,7.474,11.730,0.031,34.9,4.172,1,0,0000,AA,10,56787.86050552,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.899443,242.80082
123.8467870,-38.9899129,08h15m23.23s,-38d59m23.69s,0.0474,0.0490,-0.0057,11.667,0.022,48.8,12.920,11.768,0.028,39.4,4.068,1,0,0000,AA,5,57505.82476831,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.899658,245.684638
123.8467929,-38.9899225,08h15m23.23s,-38d59m23.72s,0.0491,0.0523,-0.0140,11.743,0.020,54.7,22.160,11.837,0.034,32.3,5.018,1,0,0000,AA,0,58072.24343678,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.899658,243.24523
123.8468026,-38.9899371,08h15m23.23s,-38d59m23.77s,0.0448,0.0468,0.0037,11.640,0.021,52.6,10.380,11.730,0.031,34.7,2.271,1,0,0000,AA,10,57147.03768811,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.901027,239.481109
123.8467775,-38.9898964,08h15m23.23s,-38d59m23.63s,0.0451,0.0484,-0.0097,11.691,0.019,58.3,10.880,11.627,0.036,29.8,1.913,1,0,0000,AA,10,56978.80220953,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.901771,249.82297
123.8467700,-38.9898800,08h15m23.22s,-38d59m23.57s,0.0436,0.0436,0.0115,11.700,0.021,52.2,13.670,11.732,0.032,34.0,2.416,1,0,0000,AA,10,57340.61798377,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.903284,253.800428
123.8467710,-38.9898833,08h15m23.23s,-38d59m23.58s,0.0498,0.0537,0.0195,11.674,0.020,54.5,7.889,11.783,0.036,29.8,2.130,1,0,0000,AA,10,57147.43141686,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.903995,253.027859
123.8467760,-38.9898982,08h15m23.23s,-38d59m23.63s,0.0423,0.0475,0.0064,11.584,0.020,54.9,11.380,11.761,0.033,33.1,2.788,1,0,0000,AA,10,57146.90641600,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.907962,249.530505
123.8467698,-38.9898906,08h15m23.22s,-38d59m23.61s,0.0473,0.0505,-0.0123,11.646,0.022,49.8,15.630,11.826,0.037,29.6,3.109,1,0,0000,AA,5,57146.57826558,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.915196,251.515439
123.8467887,-38.9899284,08h15m23.23s,-38d59m23.74s,0.0414,0.0495,-0.0093,11.642,0.019,57.6,12.020,11.735,0.032,34.4,2.914,1,0,0000,AA,10,56788.58429397,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.919814,242.393334
123.8467886,-38.9899288,08h15m23.23s,-38d59m23.74s,0.0439,0.0515,-0.0143,11.640,0.021,52.0,12.500,11.716,0.030,35.8,3.709,1,0,0000,AA,10,57147.95643106,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.920732,242.321995
123.8467668,-38.9898903,08h15m23.22s,-38d59m23.61s,0.0515,0.0506,-0.0157,11.600,0.024,45.9,13.640,11.639,0.033,32.5,4.309,1,0,0000,AA,5,56979.45965590,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.922818,251.744275
123.8467774,-38.9899135,08h15m23.23s,-38d59m23.69s,0.0408,0.0426,-0.0135,11.615,0.017,63.1,9.241,11.736,0.027,39.5,1.464,1,0,0000,AA,10,56784.17509951,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.925067,246.247787
123.8467669,-38.9898933,08h15m23.22s,-38d59m23.62s,0.0547,0.0536,-0.0079,11.610,0.025,42.7,6.997,11.589,0.031,35.4,2.347,1,0,0000,AA,10,59896.83340486,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.925996,251.104224
123.8467749,-38.9899112,08h15m23.23s,-38d59m23.68s,0.0445,0.0524,-0.0072,11.624,0.022,49.9,14.410,11.586,0.031,35.6,2.682,1,0,0000,AA,5,57340.48669802,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.928197,246.88954
123.8467786,-38.9899185,08h15m23.23s,-38d59m23.71s,0.0475,0.0523,-0.0113,11.609,0.023,48.0,7.792,11.735,0.033,33.3,2.176,1,0,0000,AA,10,57866.35589932,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.929418,245.148691
123.8467653,-38.9899020,08h15m23.22s,-38d59m23.65s,0.0529,0.0563,-0.0095,11.711,0.023,46.6,11.340,11.839,0.032,33.6,2.593,1,0,0000,AA,10,56787.92621187,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.940798,249.387625
123.8467839,-38.9899346,08h15m23.23s,-38d59m23.76s,0.0418,0.0457,-0.0026,11.668,0.019,57.5,10.300,11.703,0.032,33.9,2.710,1,0,0000,AA,10,57506.67666059,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.942158,241.568978
123.8467785,-38.9899268,08h15m23.23s,-38d59m23.74s,0.0443,0.0466,-0.0098,11.663,0.019,58.5,14.780,11.731,0.036,29.9,1.483,1,0,0000,AA,5,57705.16881498,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.942614,243.507569
123.8467566,-38.9898949,08h15m23.22s,-38d59m23.62s,0.0446,0.0469,-0.0116,11.663,0.020,55.3,7.978,11.766,0.033,32.7,2.834,1,0,0000,AA,10,58071.91617806,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.955139,251.337203
123.8467526,-38.9898901,08h15m23.22s,-38d59m23.60s,0.0436,0.0420,0.0110,11.464,0.020,54.9,49.160,11.248,0.024,44.5,13.590,1,0,0000,AA,0,59167.45877704,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.96042,252.527624
123.8467611,-38.9899192,08h15m23.22s,-38d59m23.71s,0.0490,0.0538,0.0171,11.660,0.023,47.4,10.740,11.746,0.029,37.9,3.531,1,0,0000,AA,10,57146.84070956,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.975082,246.223614
123.8467695,-38.9899377,08h15m23.22s,-38d59m23.78s,0.0518,0.0552,0.0087,11.669,0.023,47.6,10.610,11.851,0.057,19.2,3.424,1,0,0000,AA,10,57341.73283052,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.982947,242.115124
123.8467613,-38.9899273,08h15m23.22s,-38d59m23.74s,0.0489,0.0564,0.0150,11.590,0.026,42.2,9.128,11.665,0.030,35.8,3.720,1,0,0000,AA,10,57147.95655843,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.986693,244.660753
123.8467628,-38.9899313,08h15m23.22s,-38d59m23.75s,0.0463,0.0535,0.0138,11.680,0.020,55.3,7.558,11.642,0.035,30.9,2.544,1,0,0000,AA,10,56788.65012767,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.989174,243.802831
123.8467485,-38.9899079,08h15m23.22s,-38d59m23.67s,0.0436,0.0453,0.0091,11.617,0.022,48.6,7.392,11.691,0.028,38.5,1.567,1,0,0000,AA,10,57505.75931655,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.992278,249.195263
123.8467406,-38.9898910,08h15m23.22s,-38d59m23.61s,0.0519,0.0548,0.0160,11.628,0.027,40.9,8.964,11.672,0.030,35.6,1.948,1,0,0000,AA,10,57713.22562596,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.993443,252.930819
123.8467413,-38.9898979,08h15m23.22s,-38d59m23.63s,0.0525,0.0531,-0.0123,11.675,0.023,47.9,10.020,12.056,0.046,23.8,3.244,1,0,0000,AA,5,57866.29044750,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,0.999156,251.53603
123.8467385,-38.9898930,08h15m23.22s,-38d59m23.61s,0.0500,0.0512,-0.0074,11.641,0.024,44.8,9.955,11.713,0.033,33.0,3.033,1,0,0000,AA,5,58072.57082282,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,1.001187,252.635631
123.8467372,-38.9898920,08h15m23.22s,-38d59m23.61s,0.0501,0.0485,-0.0166,11.735,0.021,51.6,13.170,11.713,0.030,35.6,2.928,1,0,0000,AA,5,57704.57936633,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,1.003595,252.893769
123.8467664,-38.9899461,08h15m23.22s,-38d59m23.81s,0.0453,0.0422,0.0073,11.743,0.021,51.2,21.420,11.772,0.028,39.2,4.998,1,0,0000,AA,5,57506.80781883,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,1.005015,240.822486
123.8467466,-38.9899154,08h15m23.22s,-38d59m23.70s,0.0556,0.0522,0.0047,11.732,0.022,49.6,8.276,11.725,0.034,32.1,1.574,1,0,0000,AA,10,57704.97233209,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,1.007109,247.86666
123.8467767,-38.9899608,08h15m23.23s,-38d59m23.86s,0.0468,0.0444,-0.0078,11.659,0.020,54.8,9.369,11.740,0.027,40.2,3.574,1,0,0000,AA,10,56788.25525296,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,1.007452,237.393581
123.8467247,-38.9898947,08h15m23.21s,-38d59m23.62s,0.0514,0.0510,-0.0154,11.698,0.020,54.8,14.840,11.781,0.041,26.5,2.413,1,0,0000,AA,5,57705.29984598,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,1.039885,252.948758
123.8467315,-38.9899175,08h15m23.22s,-38d59m23.70s,0.0525,0.0527,0.0145,11.711,0.022,48.5,14.850,11.740,0.033,32.6,3.225,1,0,0000,AA,5,57866.81418916,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,1.049133,248.353582
123.8467096,-38.9898633,08h15m23.21s,-38d59m23.51s,0.0589,0.0560,-0.0303,11.692,0.022,49.2,9.631,11.751,0.042,25.6,1.854,1,0,0000,AA,10,57704.90688025,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,1.054038,259.511122
123.8467485,-38.9899510,08h15m23.22s,-38d59m23.82s,0.0460,0.0525,0.0081,11.651,0.022,48.3,8.543,11.660,0.030,36.7,1.942,1,0,0000,AA,10,56788.05787929,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,1.057385,241.31104
123.8468226,-38.9900338,08h15m23.24s,-38d59m24.12s,0.0446,0.0519,-0.0075,11.524,0.020,53.6,64.210,11.409,0.028,39.2,12.240,1,0,0000,AA,0,59167.98239038,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,1.080674,221.79502
123.8466848,-38.9898994,08h15m23.20s,-38d59m23.64s,0.0454,0.0508,0.0152,11.730,0.022,48.5,10.720,11.712,0.027,40.5,1.562,1,0,0000,AA,10,57506.80769152,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,1.151701,253.772659
123.8466803,-38.9898983,08h15m23.20s,-38d59m23.63s,0.0478,0.0510,0.0121,11.630,0.021,52.0,13.710,11.776,0.032,33.6,2.607,1,0,0000,AA,10,56975.25215103,1238039401351044100,11.681,0.023,11.749,0.022,12.247,0.474,9.028,,289913911,12.065,,12.031,0.0393,11.987,0.0377,1.162709,254.133419
