MJD           m       dm    uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59880.249009  13.695  0.003 12076   39 c  0 356.88 123.84708 -38.98981  1825.60  5122.70 2.29 2.08  57.9 -0.372 19.48 21.30 04a59880o0561c
59882.027647  13.373  0.005 16245   87 o  0  24.77 123.84708 -38.98981  8024.09  3284.10 2.50 2.19 -51.6 -0.431 17.99 19.24 03a59882o0617o
59882.052311  13.374  0.003 16236   56 o  0 194.58 123.84708 -38.98981  8011.80  3240.84 2.32 2.04 -48.5 -0.451 18.85 20.01 03a59882o0669o
59882.056104  13.374  0.003 16239   54 o  0 252.83 123.84708 -38.98981  8065.78  3321.19 2.31 1.95 -53.8 -0.436 18.89 20.05 03a59882o0676o
59882.073867  13.371  0.004 16280   66 o  0  99.18 123.84708 -38.98981  8087.50  3207.25 2.35 2.04 -49.8 -0.434 18.54 19.71 03a59882o0714o
59884.079549  13.361  0.003 16433   47 o  0 147.00 123.84708 -38.98981  8033.93  3283.98 2.71 2.46 -50.3 -0.423 19.11 20.50 03a59884o0717o
59884.098298  13.372  0.003 16269   48 o  0  94.90 123.84708 -38.98981  8012.50  3246.10 2.73 2.47 -47.4 -0.406 18.98 20.26 03a59884o0754o
59884.101122  13.351  0.003 16588   47 o  0  91.50 123.84708 -38.98981  8068.94  3323.82 2.72 2.53 -49.9 -0.418 18.88 20.01 03a59884o0759o
59884.104417  13.366  0.003 16359   51 o  0  43.19 123.84708 -38.98981  8089.03  3208.76 2.82 2.70 -30.7 -0.410 18.65 19.60 03a59884o0765o
59884.216283  13.372  0.003 16261   50 o  0 153.81 123.84708 -38.98981  1424.26  9267.56 2.58 2.00 -78.9 -0.376 18.96 19.90 04a59884o0491o
59884.228194  13.397  0.003 15895   50 o  0 352.58 123.84708 -38.98981  1401.61  9229.36 2.48 1.91 -76.4 -0.397 18.98 19.94 04a59884o0516o
59884.235128  13.398  0.003 15883   48 o  0 342.74 123.84708 -38.98981  1455.88  9310.83 2.60 1.98 -84.9 -0.374 19.11 20.12 04a59884o0530o
59884.237380  13.372  0.003 16256   47 o  0 236.52 123.84708 -38.98981  1477.81  9193.39 2.55 1.97 -81.1 -0.382 19.10 20.18 04a59884o0535o
59888.296293  13.370  0.003 16296   46 o  0 397.59 123.84708 -38.98981  1417.82  9272.50 2.64 1.91 -81.4 -0.377 19.05 19.87 04a59888o0657o
59888.298999  13.365  0.003 16362   48 o  0 302.89 123.84708 -38.98981  1398.92  9232.01 2.62 1.86 -83.3 -0.379 19.07 19.89 04a59888o0663o
59888.324351  13.376  0.003 16200   46 o  0 379.88 123.84708 -38.98981  1470.28  9314.03 2.57 1.88 -83.5 -0.383 19.15 20.16 04a59888o0715o
59888.327057  13.364  0.003 16388   45 o  0 909.10 123.84708 -38.98981  1493.02  9196.60 2.63 1.82 -80.2 -0.386 19.22 20.21 04a59888o0721o
59892.158958  13.399  0.032 15869  509 o  0   1.15 123.84708 -38.98981  4305.79  3495.21 2.39 2.35 -55.2 -0.390 15.06 15.42 04a59892o0357o
59892.185870  13.431  0.007 15403  115 o  0  16.80 123.84708 -38.98981  4273.29  3459.26 2.37 2.29 -86.0 -0.407 17.14 17.49 04a59892o0414o
59892.208323  13.394  0.319 15938 5077 o  0   0.69 123.84708 -38.98981  4318.80  3539.07 2.28 2.20  60.0 -0.445 14.76 14.82 04a59892o0461o
59892.233126  13.404  0.013 15797  202 o  0   2.04 123.84708 -38.98981  4333.46  3423.78 2.32 2.27  84.3 -0.412 16.54 16.70 04a59892o0513o
59893.282897  13.384  0.004 16080   70 o  0  43.02 123.84708 -38.98981  4281.90  3503.40 1.99 1.91  88.1 -0.442 17.94 18.25 04a59893o0301o
59893.285598  13.417  0.006 15600  101 o  0  20.69 123.84708 -38.98981  4264.44  3464.74 2.04 1.97  85.6 -0.441 17.28 17.29 04a59893o0307o
59893.292866  13.424  0.009 15505  139 o  0   7.14 123.84708 -38.98981  4325.12  3542.92 1.96 1.89  88.7 -0.467 17.26 17.43 04a59893o0323o
59893.316138  13.436  0.012 15333  177 o  0   6.27 123.84708 -38.98981  4355.10  3427.78 1.95 1.91 -88.8 -0.468 16.63 16.80 04a59893o0371o
59894.022505  13.388  0.003 16030   49 o  0  45.30 123.84708 -38.98981  3106.15  7127.19 2.79 2.54 -43.8 -0.365 18.73 19.59 03a59894o0595o
59894.025209  13.374  0.003 16231   50 o  0  57.52 123.84708 -38.98981  3084.06  7089.30 2.91 2.62 -53.6 -0.370 18.72 19.59 03a59894o0601o
59894.029803  13.380  0.003 16140   47 o  0 114.42 123.84708 -38.98981  3140.04  7168.68 2.69 2.37 -49.1 -0.370 18.82 19.62 03a59894o0611o
59894.050033  13.387  0.003 16046   46 o  0  99.33 123.84708 -38.98981  3162.60  7051.50 2.82 2.51 -45.8 -0.365 18.82 19.69 03a59894o0652o
59896.337823  13.380  0.003 16151   46 o  0 177.02 123.84708 -38.98981  4322.30  3511.82 2.17 2.09  73.3 -0.418 19.02 20.08 04a59896o0261o
59896.343076  13.383  0.003 16101   46 o  0 409.25 123.84708 -38.98981  4309.85  3471.07 2.08 1.99  61.9 -0.431 19.07 20.09 04a59896o0271o
59896.358001  13.380  0.003 16136   46 o  0 413.43 123.84708 -38.98981  4379.95  3551.64 2.03 1.99 -57.2 -0.432 19.00 19.91 04a59896o0303o
59896.360520  13.395  0.003 15922   48 o  0 304.01 123.84708 -38.98981  4403.04  3433.17 2.04 1.99 -85.8 -0.431 18.94 19.77 04a59896o0308o
59898.064849  13.382  0.003 16114   43 o  0 583.65 123.84708 -38.98981  9543.21  5305.41 2.49 2.08 -52.7 -0.378 19.20 20.18 03a59898o0657o
59898.070903  13.377  0.003 16192   46 o  0 207.90 123.84708 -38.98981  9523.44  5267.76 2.46 2.08 -52.9 -0.384 19.16 20.22 03a59898o0670o
59898.074737  13.371  0.003 16271   44 o  0 332.39 123.84708 -38.98981  9577.71  5346.98 2.51 2.07 -53.6 -0.379 19.22 20.21 03a59898o0678o
59898.088261  13.363  0.003 16398   46 o  0 255.79 123.84708 -38.98981  9600.43  5229.96 2.35 2.01 -50.3 -0.393 19.20 20.16 03a59898o0707o
59899.053305  13.350  0.003 16599   45 o  0 188.31 123.84708 -38.98981  9555.07  5302.30 2.50 2.28 -52.3 -0.407 19.20 20.36 03a59899o0616o
59899.056065  13.331  0.003 16883   46 o  0 198.18 123.84708 -38.98981  9536.08  5264.45 2.41 2.15 -51.3 -0.405 19.25 20.35 03a59899o0622o
59899.061487  13.346  0.003 16661   46 o  0 328.76 123.84708 -38.98981  9590.93  5343.09 2.40 2.02 -50.5 -0.390 19.30 20.35 03a59899o0634o
59899.070856  13.323  0.003 17020   47 o  0 197.96 123.84708 -38.98981  9611.24  5228.78 2.28 2.03 -51.2 -0.406 19.26 20.36 03a59899o0654o
59900.138318  13.377  0.003 16195   50 o  0 216.38 123.84708 -38.98981  7216.29  7052.20 2.30 2.09 -30.9 -0.401 18.87 19.84 04a59900o0299o
59900.166221  13.370  0.003 16288   48 o  0 297.36 123.84708 -38.98981  7179.02  7018.71 2.15 2.01 -53.1 -0.413 19.11 20.31 04a59900o0356o
59900.185965  13.380  0.003 16138   47 o  0 662.13 123.84708 -38.98981  7228.14  7094.87 2.09 1.93 -58.4 -0.424 19.27 20.47 04a59900o0398o
59900.198109  13.386  0.003 16053   46 o  0 971.48 123.84708 -38.98981  7242.18  6982.00 2.11 1.95 -45.9 -0.431 19.30 20.52 04a59900o0422o
59904.055244  13.697  0.003 12051   36 c  0 799.19 123.84708 -38.98981  1642.87  5029.64 2.34 2.09 -53.9 -0.425 19.74 21.54 03a59904o0643c
59904.058406  13.706  0.003 11958   36 c  0 808.57 123.84708 -38.98981  1623.81  4990.59 2.37 2.13 -58.3 -0.420 19.77 21.55 03a59904o0650c
59904.085733  13.720  0.003 11799   37 c  0 314.41 123.84708 -38.98981  1675.09  5070.45 2.65 2.47 -51.5 -0.398 19.57 21.35 03a59904o0707c
59904.092479  13.700  0.003 12025   36 c  0 540.57 123.84708 -38.98981  1696.80  4954.63 2.51 2.21 -58.1 -0.408 19.48 20.95 03a59904o0719c
59904.318831  13.376  0.003 16206   44 o  0 812.91 123.84708 -38.98981  7224.74  7072.77 2.29 1.98 -56.8 -0.433 19.54 21.12 04a59904o0687o
59904.330854  13.305  0.003 17302   48 o  0 1682.14 123.84708 -38.98981  7217.73  7034.96 2.21 1.96 -57.9 -0.447 19.57 21.19 04a59904o0712o
59904.339916  13.328  0.003 16936   47 o  0 1486.38 123.84708 -38.98981  7285.01  7113.79 2.17 1.92 -45.0 -0.456 19.56 21.11 04a59904o0731o
59904.342731  13.368  0.003 16318   46 o  0 1244.48 123.84708 -38.98981  7304.81  6998.17 2.24 2.00 -35.4 -0.448 19.52 21.09 04a59904o0737o
59904.353693  13.391  0.003 15979   45 o  0 980.66 123.84708 -38.98981  7278.88  7058.06 2.27 1.97 -36.9 -0.424 19.13 20.15 04a59904o0759o
59905.314401  13.388  0.003 16022   44 o  0 996.75 123.84708 -38.98981   362.97  3116.43 2.25 1.76  45.9 -0.434 19.56 21.05 04a59905o0664o
59905.315696  13.240  0.003 18368   52 o  0 1211.24 123.84708 -38.98981 10052.38  3127.32 2.84 1.95 -18.8 -0.432 19.46 21.29 04a59905o0666o
59905.318849  13.380  0.003 16147   44 o  0 1521.78 123.84708 -38.98981 10035.25  3090.17 2.80 1.94 -21.8 -0.426 19.48 21.23 04a59905o0673o
59905.342001  13.393  0.003 15953   44 o  0 830.62 123.84708 -38.98981   369.70  3076.84 2.25 1.76  44.4 -0.425 19.52 20.92 04a59905o0718o
59905.342451  13.343  0.003 16700   46 o  0 1575.89 123.84708 -38.98981 10115.56  3164.96 2.68 1.86 -24.4 -0.429 19.54 20.94 04a59905o0719o
59905.353416  13.158  0.003 19812   61 o  0 422.00 123.84708 -38.98981 10335.37  7510.81 2.43 2.03 -22.5 -0.460 18.93 19.57 04a59905o0738o
59905.357741  13.376  0.003 16209   56 o  0 216.87 123.84708 -38.98981 10316.70  7622.09 2.39 2.05 -16.0 -0.448 18.43 18.45 04a59905o0745o
59905.358745  13.353  0.004 16547   63 o  0 104.15 123.84708 -38.98981 10151.86  3049.36 2.75 1.93 -20.1 -0.371 18.18 18.17 04a59905o0746o
59905.999848  13.669  0.003 12369   38 c  0 556.25 123.84708 -38.98981  1654.47  5030.46 2.35 2.11 -53.2 -0.426 19.76 21.62 03a59906o0528c
59906.001650  13.682  0.003 12226   37 c  0 649.83 123.84708 -38.98981  1635.85  4991.01 2.32 2.10 -51.1 -0.424 19.77 21.62 03a59906o0532c
59906.017402  13.664  0.003 12426   37 c  0 1013.92 123.84708 -38.98981  1691.67  5071.27 2.28 2.11 -51.3 -0.425 19.78 21.66 03a59906o0565c
59906.024255  13.664  0.003 12423   37 c  0 645.64 123.84708 -38.98981  1711.32  4953.78 2.30 2.11 -54.8 -0.430 19.76 21.63 03a59906o0578c
59906.316585  13.161  0.003 19758   56 o  0 1334.92 123.84708 -38.98981 10053.41  3125.57 2.52 1.87 -23.3 -0.459 19.43 20.79 04a59906o0648o
59906.319824  13.369  0.003 16302   45 o  0 1307.87 123.84708 -38.98981 10037.56  3087.66 2.56 1.91 -20.7 -0.432 19.43 20.83 04a59906o0653o
59906.320274  13.384  0.003 16078   46 o  0 442.66 123.84708 -38.98981   369.75  3114.82 2.31 1.71  41.8 -0.419 19.47 20.78 04a59906o0654o
59906.326732  13.334  0.003 16843   47 o  0 1687.56 123.84708 -38.98981 10102.63  3162.40 2.52 1.95 -21.8 -0.442 19.52 20.86 04a59906o0667o
59906.327738  13.336  0.003 16804   47 o  0 951.78 123.84708 -38.98981   358.44  3074.17 2.06 1.69  41.5 -0.448 19.52 20.82 04a59906o0668o
59906.354188  13.307  0.003 17263   52 o  0 434.99 123.84708 -38.98981 10149.73  3046.96 2.61 1.98 -21.3 -0.405 18.95 19.54 04a59906o0722o
59906.354639  13.364  0.003 16380   47 o  0 571.30 123.84708 -38.98981   446.71  3155.04 2.20 1.71  44.0 -0.422 18.89 19.60 04a59906o0723o
59906.358909  13.393  0.004 15945   56 o  0 103.03 123.84708 -38.98981   470.65  3039.07 2.23 1.75  45.4 -0.420 18.33 18.71 04a59906o0730o
59908.241526  13.405  0.003 15769   46 o  0 614.90 123.84708 -38.98981   313.25  3117.77 2.36 1.77  45.2 -0.401 19.37 20.65 04a59908o0502o
59908.243327  13.393  0.003 15945   46 o  0 554.45 123.84708 -38.98981   293.96  3078.18 2.40 1.80  48.7 -0.403 19.35 20.63 04a59908o0506o
59908.246482  13.402  0.003 15822   46 o  0 739.47 123.84708 -38.98981   354.39  3157.78 2.42 1.82  47.7 -0.404 19.33 20.58 04a59908o0513o
59908.271224  13.389  0.003 16015   46 o  0 744.90 123.84708 -38.98981   388.23  3041.14 2.33 1.73  46.7 -0.420 19.42 20.72 04a59908o0565o
59908.274450  13.348  0.003 16620   47 o  0 1518.64 123.84708 -38.98981 10025.56  3123.42 2.55 1.86 -24.7 -0.437 19.41 20.72 04a59908o0572o
59908.276256  13.321  0.003 17042   49 o  0 1699.91 123.84708 -38.98981 10007.78  3084.69 2.51 1.81 -24.2 -0.443 19.42 20.74 04a59908o0576o
59908.290196  13.350  0.003 16602   47 o  0 1496.58 123.84708 -38.98981 10072.63  3164.56 2.65 1.91 -22.9 -0.436 19.41 20.73 04a59908o0606o
59908.293353  13.350  0.003 16590   48 o  0 1044.85 123.84708 -38.98981 10094.39  3047.43 2.68 1.82 -24.0 -0.439 19.42 20.76 04a59908o0613o
59909.972304  13.710  0.063 11916  755 c  0   1.21 123.84708 -38.98981  1653.27  5036.66 3.14 2.62 -10.0 -0.349 14.88 16.96 03a59910o0463c
59910.323987  13.403  0.003 15802   45 o  0 649.72 123.84708 -38.98981   383.34  3114.28 2.22 1.77  43.8 -0.426 19.52 20.95 04a59910o0671o
59910.336408  13.377  0.003 16181   45 o  0 537.49 123.84708 -38.98981   377.68  3075.58 2.41 1.85  42.8 -0.421 19.47 20.97 04a59910o0693o
59910.338226  13.332  0.003 16871   46 o  0 1146.19 123.84708 -38.98981   438.56  3155.08 2.17 1.78  42.2 -0.437 19.52 20.95 04a59910o0697o
59910.348290  13.384  0.003 16077   45 o  0 441.94 123.84708 -38.98981   469.06  3039.18 2.36 1.79  40.8 -0.410 19.36 20.62 04a59910o0716o
59912.242271  13.392  0.003 15970   45 o  0 397.30 123.84708 -38.98981   324.36  3116.77 2.48 1.87  45.8 -0.404 19.39 20.72 04a59912o0507o
59912.244118  13.407  0.003 15744   44 o  0 767.54 123.84708 -38.98981   305.30  3077.00 2.35 1.85  43.8 -0.417 19.41 20.78 04a59912o0511o
59912.244569  13.355  0.003 16519   46 o  0 839.34 123.84708 -38.98981 10021.97  3121.50 2.84 1.95 -25.6 -0.414 19.38 20.67 04a59912o0512o
59912.246370  13.363  0.003 16391   47 o  0 862.86 123.84708 -38.98981 10001.83  3084.65 2.70 1.95 -24.9 -0.419 19.36 20.67 04a59912o0516o
59912.247270  13.380  0.003 16149   46 o  0 480.90 123.84708 -38.98981   364.82  3157.45 2.50 1.83  44.4 -0.412 19.37 20.67 04a59912o0518o
59912.266492  13.383  0.003 16092   46 o  0 612.70 123.84708 -38.98981 10070.02  3160.87 2.79 2.21 -23.7 -0.407 19.39 20.92 04a59912o0558o
59912.266942  13.387  0.003 16040   45 o  0 545.24 123.84708 -38.98981   396.24  3040.25 2.60 1.91  44.9 -0.401 19.43 20.87 04a59912o0559o
59912.273320  13.348  0.003 16624   47 o  0 1114.26 123.84708 -38.98981 10092.63  3044.40 2.74 1.96 -25.3 -0.426 19.44 20.87 04a59912o0573o
59913.287937  13.384  0.003 16090   44 o  0 420.12 123.84708 -38.98981  7074.08   773.14 2.62 2.13 -33.0 -0.393 19.33 20.89 04a59913o0593o
59913.289741  13.358  0.003 16479   46 o  0 464.75 123.84708 -38.98981  7057.19   733.92 2.41 2.13 -31.4 -0.409 19.35 20.85 04a59913o0597o
59913.297784  13.365  0.003 16374   46 o  0 638.29 123.84708 -38.98981  7120.35   811.88 2.31 1.99 -27.9 -0.419 19.41 20.90 04a59913o0613o
59913.316463  13.364  0.003 16380   46 o  0 818.88 123.84708 -38.98981  7156.76   695.74 2.28 1.98 -31.7 -0.423 19.44 20.93 04a59913o0653o
59913.350303  13.360  0.003 16445   46 o  0 671.48 123.84708 -38.98981  7156.76   754.70 2.30 2.01 -19.9 -0.430 19.36 20.64 04a59913o0717o
59913.988829  13.661  0.003 12463   38 c  0 257.99 123.84708 -38.98981  1184.28  9077.75 2.79 2.41 -41.7 -0.399 19.70 21.55 03a59914o0479c
59913.997704  13.664  0.003 12428   38 c  0 327.79 123.84708 -38.98981  1162.74  9036.50 2.67 2.33 -43.6 -0.401 19.70 21.59 03a59914o0498c
59913.999514  13.662  0.003 12451   38 c  0 170.75 123.84708 -38.98981  1220.42  9117.68 2.72 2.41 -39.9 -0.397 19.70 21.59 03a59914o0502c
59914.004882  13.661  0.003 12462   38 c  0 249.71 123.84708 -38.98981  1243.67  9000.72 2.67 2.36 -43.0 -0.394 19.72 21.58 03a59914o0513c
59914.247030  13.365  0.003 16371   46 o  0 621.23 123.84708 -38.98981  7049.17   770.57 2.31 1.99 -34.4 -0.417 19.33 20.79 04a59914o0487o
59914.248831  13.373  0.003 16247   45 o  0 909.21 123.84708 -38.98981  7030.45   731.88 2.31 2.07 -31.8 -0.421 19.37 20.77 04a59914o0491o
59914.251990  13.388  0.003 16029   46 o  0 525.51 123.84708 -38.98981  7088.36   810.06 2.37 2.02 -21.5 -0.414 19.35 20.78 04a59914o0498o
59914.257407  13.369  0.003 16313   46 o  0 613.34 123.84708 -38.98981  7110.78   692.19 2.31 2.11 -25.8 -0.423 19.39 20.76 04a59914o0510o
59914.946347  13.347  0.003 16646   48 o  0 344.87 123.84708 -38.98981  1192.78  9084.65 2.73 2.30 -46.8 -0.422 19.24 20.29 03a59915o0398o
59914.949115  13.323  0.003 17014   48 o  0 393.58 123.84708 -38.98981  1174.24  9043.07 2.93 2.47 -43.8 -0.423 19.21 20.28 03a59915o0404o
59914.969954  13.331  0.003 16896   47 o  0 449.25 123.84708 -38.98981  1228.92  9120.12 2.74 2.32 -40.9 -0.427 19.28 20.45 03a59915o0448o
59914.972719  13.345  0.003 16677   46 o  0 468.62 123.84708 -38.98981  1253.28  9001.98 2.70 2.30 -43.4 -0.417 19.31 20.44 03a59915o0454o
59917.244159  13.341  0.003 16730   48 o  0 491.52 123.84708 -38.98981  7045.27   768.88 2.18 1.86 -29.1 -0.429 19.12 19.94 04a59917o0495o
59917.246411  13.329  0.003 16913   48 o  0 470.15 123.84708 -38.98981  7027.98   730.11 2.17 1.89 -26.4 -0.425 19.12 19.99 04a59917o0500o
59917.257297  13.350  0.003 16592   46 o  0 617.31 123.84708 -38.98981  7090.50   808.50 2.22 1.89 -29.6 -0.430 19.11 20.04 04a59917o0521o
59917.260449  13.349  0.003 16617   49 o  0 382.29 123.84708 -38.98981  7111.41   690.92 2.16 1.91 -29.3 -0.422 19.13 20.07 04a59917o0528o
59918.246005  13.343  0.003 16708   49 o  0 260.21 123.84708 -38.98981  7043.54   767.58 2.20 1.92 -31.7 -0.414 18.99 19.81 04a59918o0505o
59918.248334  13.353  0.003 16554   48 o  0 533.38 123.84708 -38.98981  7026.93   728.71 2.23 1.89 -32.9 -0.416 19.00 19.80 04a59918o0510o
59918.251489  13.327  0.003 16945   50 o  0 359.74 123.84708 -38.98981  7085.70   806.01 2.25 1.92 -33.4 -0.420 19.01 19.82 04a59918o0517o
59918.280127  13.337  0.003 16797   50 o  0 295.71 123.84708 -38.98981  7126.78   688.66 2.26 1.92 -28.1 -0.416 19.01 19.99 04a59918o0576o
59920.068613  13.360  0.003 16445   46 o  0 497.35 123.84708 -38.98981  4185.56  3402.06 2.14 1.90 -59.7 -0.436 19.04 19.73 03a59920o0644o
59920.088848  13.358  0.003 16468   49 o  0 176.30 123.84708 -38.98981  6238.30  7145.29 2.27 1.95 -46.6 -0.419 18.88 19.31 03a59920o0684o
59920.091986  13.355  0.003 16523   49 o  0 214.15 123.84708 -38.98981  6182.43  7066.51 2.47 1.97 -44.9 -0.395 18.62 18.90 03a59920o0688o
59920.095113  13.352  0.003 16563   58 o  0  45.83 123.84708 -38.98981  6159.61  7181.67 2.31 1.99 -47.3 -0.436 18.38 18.32 03a59920o0694o
59921.981743  13.337  0.003 16792   53 o  0 117.56 123.84708 -38.98981  4190.39  3398.33 2.31 2.07 -47.6 -0.412 18.58 18.96 03a59922o0469o
59922.007209  13.351  0.003 16574   54 o  0 123.21 123.84708 -38.98981  4169.69  3358.28 2.26 2.03 -56.4 -0.418 18.61 18.99 03a59922o0524o
59922.012684  13.395  0.023 15929  361 o  0   1.88 123.84708 -38.98981  4224.21  3436.91 2.25 2.01 -57.1 -0.438 16.76 17.58 03a59922o0536o
59922.015891  13.284  0.040 17629  711 o  0   1.14 123.84708 -38.98981  4245.43  3321.91 2.29 2.04 -56.9 -0.429 16.01 16.05 03a59922o0543o
59924.164683  13.351  0.003 16576   55 o  0  89.85 123.84708 -38.98981  9360.37  7400.82 2.55 2.30 -20.6 -0.391 18.67 19.28 04a59924o0325o
59924.166948  13.353  0.003 16551   53 o  0 147.12 123.84708 -38.98981  9341.00  7362.13 2.44 2.21 -28.1 -0.411 18.63 19.30 04a59924o0330o
59924.170563  13.359  0.003 16458   53 o  0 175.97 123.84708 -38.98981  9401.29  7438.35 2.53 2.30 -21.5 -0.404 18.61 19.32 04a59924o0338o
59924.176006  13.367  0.003 16332   53 o  0 118.28 123.84708 -38.98981  9421.88  7322.07 2.76 2.46 -36.5 -0.372 18.60 19.38 04a59924o0350o
59928.196675  13.327  0.003 16951   48 o  0 745.12 123.84708 -38.98981  9368.75  7405.96 2.40 2.08 -22.5 -0.443 19.33 20.58 04a59928o0377o
59928.198477  13.214  0.003 18816   55 o  0 1010.09 123.84708 -38.98981  9349.53  7367.31 2.29 2.01 -34.7 -0.470 19.38 20.55 04a59928o0381o
59928.222476  13.353  0.003 16545   50 o  0 550.15 123.84708 -38.98981  9416.52  7451.47 2.39 2.11 -24.0 -0.445 19.23 20.30 04a59928o0433o
59928.249897  13.351  0.003 16574   48 o  0 603.40 123.84708 -38.98981  9457.48  7334.74 2.39 2.05 -24.6 -0.437 19.21 20.29 04a59928o0490o
59932.187312  13.643  0.003 12666   41 c  0 396.27 123.84708 -38.98981  9480.21  9355.06 2.86 2.71 -74.0 -0.389 19.58 21.53 04a59932o0366c
59932.201423  13.645  0.003 12643   40 c  0 912.47 123.84708 -38.98981  9466.88  9319.98 2.74 2.49 -83.6 -0.410 19.67 21.55 04a59932o0396c
59932.203682  13.620  0.003 12938   41 c  0 661.36 123.84708 -38.98981  9528.05  9397.76 2.76 2.51 -82.7 -0.419 19.64 21.57 04a59932o0401c
59932.221684  13.651  0.003 12580   39 c  0 558.63 123.84708 -38.98981  9554.15  9287.08 2.86 2.71 -82.0 -0.375 19.61 21.55 04a59932o0439c
59933.971629  13.339  0.003 16762   44 o  0 792.99 123.84708 -38.98981  4080.85  2715.50 2.40 2.17 -58.3 -0.424 19.43 21.02 03a59934o0428o
59933.997114  13.347  0.003 16635   44 o  0 908.59 123.84708 -38.98981  4083.30  2726.69 2.38 2.09 -63.0 -0.426 19.50 20.97 03a59934o0483o
59934.000286  13.360  0.003 16445   45 o  0 500.85 123.84708 -38.98981  4143.03  2814.32 2.54 2.23 -65.1 -0.409 19.38 20.98 03a59934o0490o
59934.005717  13.335  0.003 16828   45 o  0 668.50 123.84708 -38.98981  4169.38  2711.79 2.36 2.13 -63.3 -0.422 19.41 20.92 03a59934o0502o
59935.095907  13.340  0.004 16746   60 o  0  86.52 123.84708 -38.98981  9657.58  9804.64 2.83 2.16 -52.2 -0.446 18.59 18.81 03a59935o0695o
59935.096358  13.302  0.003 17339   60 o  0 105.46 123.84708 -38.98981   282.64  9603.92 2.73 2.31 -54.9 -0.436 18.56 18.76 03a59935o0696o
59936.094627  13.319  0.003 17076   49 o  0 121.82 123.84708 -38.98981  3332.83  3292.76 2.25 1.96 -66.1 -0.421 19.11 19.95 03a59936o0682o
59936.211793  13.653  0.003 12553   39 c  0 548.67 123.84708 -38.98981  9496.83  9359.70 2.87 2.64 -82.6 -0.388 19.72 21.69 04a59936o0414c
59936.213594  13.635  0.003 12767   40 c  0 876.14 123.84708 -38.98981  9476.82  9321.11 2.77 2.57 -75.1 -0.409 19.70 21.72 04a59936o0418c
59936.216332  13.623  0.003 12902   40 c  0 849.46 123.84708 -38.98981  9540.42  9397.30 2.75 2.54  88.8 -0.415 19.71 21.72 04a59936o0424c
59936.221738  13.645  0.003 12653   39 c  0 502.75 123.84708 -38.98981  9561.84  9280.75 2.83 2.68 -83.2 -0.385 19.64 21.67 04a59936o0436c
59940.063038  13.322  0.003 17035   46 o  0 357.63 123.84708 -38.98981  3356.15  3328.39 2.16 1.88 -69.5 -0.450 19.46 20.75 03a59940o0628o
59940.089975  13.337  0.003 16788   46 o  0 320.81 123.84708 -38.98981  3375.57  3296.74 2.24 1.94 -65.2 -0.439 19.14 20.01 03a59940o0684o
59940.093607  13.337  0.003 16798   50 o  0 160.00 123.84708 -38.98981  3323.31  3210.78 2.14 1.94 -62.9 -0.460 18.96 19.52 03a59940o0691o
59940.099803  13.362  0.004 16410   59 o  0  26.88 123.84708 -38.98981  3305.20  3310.43 2.24 1.92 -69.7 -0.417 18.34 18.32 03a59940o0703o
59940.145394  13.645  0.003 12652   39 c  0 962.52 123.84708 -38.98981  5798.09  5527.13 2.25 2.02 -57.9 -0.393 19.58 21.64 04a59940o0269c
59940.147661  13.654  0.003 12548   39 c  0 756.12 123.84708 -38.98981  5776.83  5489.63 2.12 1.98 -53.4 -0.391 19.60 21.65 04a59940o0274c
59940.150891  13.656  0.003 12517   39 c  0 1006.81 123.84708 -38.98981  5838.36  5566.08 2.31 2.04 -73.3 -0.388 19.61 21.67 04a59940o0281c
59940.156350  13.667  0.003 12394   38 c  0 684.05 123.84708 -38.98981  5857.79  5451.21 2.28 2.15 -48.7 -0.389 19.54 21.67 04a59940o0293c
59941.920376  13.330  0.003 16901   46 o  0 380.20 123.84708 -38.98981   617.38  8803.78 3.03 2.57 -43.4 -0.409 19.35 20.89 03a59942o0321o
59941.923083  13.324  0.003 16997   46 o  0 532.51 123.84708 -38.98981   599.85  8768.11 2.78 2.37 -55.0 -0.416 19.40 20.87 03a59942o0327o
59941.925865  13.341  0.003 16740   47 o  0 340.06 123.84708 -38.98981   662.98  8853.53 2.75 2.37 -46.9 -0.420 19.41 20.83 03a59942o0333o
59941.935682  13.338  0.003 16785   46 o  0 385.39 123.84708 -38.98981   694.15  8760.70 2.70 2.30 -58.2 -0.407 19.41 20.89 03a59942o0354o
59944.192543  13.364  0.003 16391   47 o  0 262.41 123.84708 -38.98981  5823.46  5530.67 2.24 2.13 -50.2 -0.397 19.11 20.44 04a59944o0368o
59944.194344  13.346  0.003 16653   47 o  0 344.40 123.84708 -38.98981  5803.37  5492.60 2.17 2.00 -63.5 -0.402 19.12 20.46 04a59944o0372o
59944.197498  13.352  0.003 16560   46 o  0 583.21 123.84708 -38.98981  5863.86  5569.72 2.15 2.00 -55.3 -0.399 19.17 20.50 04a59944o0379o
59944.204525  13.341  0.003 16740   46 o  0 567.16 123.84708 -38.98981  5887.13  5459.34 2.13 1.97 -40.5 -0.408 19.23 20.63 04a59944o0394o
59945.217389  13.345  0.003 16669   47 o  0 476.35 123.84708 -38.98981  9086.47  1109.46 3.12 2.14 -30.8 -0.389 19.27 20.67 04a59945o0420o
